bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as,label,office_count_500m_normalized,retail_count_500m_normalized,bank_count_500m_normalized,commercial_score,bus_stop_count_500m_normalized,parking_space_count_500m_normalized,accessibility_score,college_count_500m_normalized,school_count_500m_normalized,education_score,hospital_count_500m_normalized,clinic_count_500m_normalized,health_activity_score,recreation_count_500m_normalized,cinema_count_500m_normalized,museum_count_500m_normalized,attraction_score,temple_count_500m_normalized,cultural_activity_score,nearest_restaurant_m_normalized,market_gap_score,competitor_count_500m_normalized,avg_restaurant_rating_500m_normalized,avg_review_ratings_500m_normalized,competition_pressure_score,commercial_score_contribution,accessibility_score_contribution,education_score_contribution,health_activity_score_contribution,attraction_score_contribution,cultural_activity_score_contribution,market_gap_score_contribution,competition_pressure_score_contribution,feasibility_score,cluster,feasibility_label
9,0,0,10,6,9,26,43,3,19,90,18,75,35,4.6,106.57142857142856,137.24641993947515,BG_01894,27.67800904635259,85.32692538803109,Pulchowk,,,0,0.4174757281553398,0.569620253164557,0.09473684210526316,0.36061094114172,0.0,0.13043478260869565,0.06521739130434782,0.09375,0.3,0.196875,0.2903225806451613,0.13157894736842105,0.2109507640067912,0.24675324675324675,0.0,0.7222222222222222,0.322991822991823,0.7211538461538461,0.7211538461538461,0.031804751712854684,0.031804751712854684,0.7154471544715447,0.10000000000000009,0.9281827016520895,0.5812099520412114,0.03338803873182497,0.010568587424646935,0.019610261328835334,0.02417143378405181,0.05238029021139377,0.1465266118653811,0.005120138354551543,0.0028058423472227924,29.457120404790828,0,High
6,2,0,25,26,4,6,85,5,25,55,8,8,11,4.445454545454545,121.0,239.5247767103551,BG_01895,27.684309113981712,85.32250540178799,Pulchowk,,,0,0.8252427184466019,0.34810126582278483,0.06315789473684211,0.4121672930020763,0.18181818181818182,0.21739130434782608,0.19960474308300397,0.40625,0.13333333333333333,0.26979166666666665,0.12903225806451613,0.32894736842105265,0.2289898132427844,0.3246753246753247,0.0,0.16666666666666666,0.16378066378066378,0.07692307692307693,0.07692307692307693,0.05550619138706355,0.05550619138706355,0.9105691056910569,0.13863636363636367,0.9183673469387755,0.6558576054220654,0.03816150863081141,0.03234628272391941,0.026873321080255825,0.026238407497979777,0.02656066837971642,0.015629505265640654,0.008935752179480663,0.0031662104831110737,17.791165624091523,2,Moderate
3,0,0,21,7,2,1,61,4,18,57,16,10,35,4.5285714285714285,202.02857142857144,151.89038109420065,BG_01896,27.683159442038207,85.30925517152166,Pulchowk,,,0,0.5922330097087378,0.36075949367088606,0.031578947368421054,0.3281904835826816,0.0,0.17391304347826086,0.08695652173913043,0.109375,0.26666666666666666,0.18802083333333333,0.06451612903225806,0.27631578947368424,0.17041595925297115,0.23376623376623376,0.0,0.027777777777777776,0.08718133718133718,0.09615384615384616,0.09615384615384616,0.03519826499228394,0.03519826499228394,0.7154471544715447,0.11785714285714288,0.863245869776482,0.5655167223683898,0.03038631202531537,0.014091449899529245,0.018728318359019988,0.0195268222621666,0.014138388087587668,0.019536881582050816,0.00566644846744147,0.0027300818957266453,12.480470257883777,1,Low
15,0,0,15,16,7,30,50,5,18,101,16,53,45,4.5200000000000005,165.26666666666668,169.64355809195442,BG_01897,27.67808475291313,85.32377775388179,Pulchowk,,,0,0.4854368932038835,0.6392405063291139,0.15789473684210525,0.4275240454583676,0.0,0.21739130434782608,0.10869565217391304,0.25,0.26666666666666666,0.2583333333333333,0.22580645161290322,0.19736842105263158,0.2115874363327674,0.23376623376623376,0.0,0.8333333333333334,0.3556998556998557,0.5096153846153846,0.5096153846153846,0.039312291331017754,0.039312291331017754,0.6341463414634146,0.11999999999999988,0.8882539682539683,0.5474667699057942,0.03958335080837362,0.017614312374411557,0.02573198311931832,0.024244385797484558,0.057684623397357686,0.1035454723848693,0.006328751516959462,0.00264294415693356,27.737582355570805,0,High
22,2,0,22,8,10,13,31,1,10,101,31,67,38,4.3621621621621625,126.08108108108108,92.78993564445626,BG_01898,27.670473334179327,85.32825230892158,Pulchowk,,,0,0.30097087378640774,0.6392405063291139,0.23157894736842105,0.3905967758279809,0.18181818181818182,0.043478260869565216,0.11264822134387352,0.125,0.5166666666666667,0.32083333333333336,0.3225806451612903,0.2894736842105263,0.3060271646859083,0.12987012987012986,0.0,0.3611111111111111,0.16366041366041365,0.6442307692307693,0.6442307692307693,0.021502643682255178,0.021502643682255178,0.6910569105691057,0.15945945945945939,0.9149108291965435,0.5884757330750362,0.036164349973911,0.01825483282439016,0.03195746290625018,0.035065601123342754,0.026541167154768022,0.13089710659974046,0.0034616371677969084,0.002840918546518341,28.518307629671785,0,High
20,0,0,35,18,9,1,93,2,17,102,22,24,16,4.49375,55.9375,153.0268698596579,BG_01899,27.68306953752728,85.33165601827731,Pulchowk,,,0,0.9029126213592233,0.6455696202531646,0.21052631578947367,0.5863361858006205,0.0,0.08695652173913043,0.043478260869565216,0.28125,0.36666666666666664,0.32395833333333335,0.2903225806451613,0.4605263157894737,0.37542444821731746,0.22077922077922077,0.0,0.027777777777777776,0.08285233285233284,0.23076923076923078,0.23076923076923078,0.035461628823746774,0.035461628823746774,0.8699186991869918,0.1265624999999999,0.9626275510204082,0.6530362500691332,0.05428735805796873,0.007045724949764623,0.03226873689559677,0.04301737058751272,0.013436343989445383,0.04688851579692196,0.005708846511194457,0.0031525901411021,20.580548692950675,2,Moderate
18,1,0,16,5,6,31,20,1,11,92,19,92,51,4.511764705882353,140.8235294117647,63.03276260272509,BG_01900,27.67489780140728,85.3268695982018,Pulchowk,,,0,0.1941747572815534,0.5822784810126582,0.18947368421052632,0.32197564083491265,0.09090909090909091,0.043478260869565216,0.06719367588932806,0.078125,0.31666666666666665,0.19739583333333333,0.1935483870967742,0.21052631578947367,0.20203735144312393,0.14285714285714285,0.0,0.8611111111111112,0.33465608465608465,0.8846153846153846,0.8846153846153846,0.014606875467054534,0.014606875467054534,0.5853658536585366,0.12205882352941178,0.9048819527811125,0.5374355433230202,0.029810895733957857,0.010888847649636236,0.019662140327059766,0.02315010559599328,0.05427190903138825,0.17973931055486747,0.002351510994151103,0.0025945175251429558,32.24692374121969,0,High
4,0,0,21,6,1,2,62,6,17,66,14,9,39,4.494871794871796,226.4102564102564,89.41256006460287,BG_01901,27.68198089852879,85.30962392598718,Pulchowk,,,0,0.6019417475728155,0.4177215189873418,0.042105263157894736,0.35392284323935064,0.0,0.2608695652173913,0.13043478260869565,0.09375,0.23333333333333334,0.16354166666666667,0.03225806451612903,0.27631578947368424,0.15428692699490665,0.22077922077922077,0.0,0.05555555555555555,0.0921115921115921,0.08653846153846154,0.08653846153846154,0.020719988718973327,0.020719988718973327,0.6829268292682927,0.12628205128205106,0.8466596895168325,0.551956190022392,0.03276880496398766,0.02113717484929387,0.01629000544247168,0.017678704588536886,0.014937938310471936,0.017583193423845733,0.003335640218282604,0.0026646172288301863,12.639607902572056,1,Low
26,3,3,48,18,4,4,78,4,14,79,11,15,47,4.421276595744682,280.6595744680851,175.59594909053695,BG_01902,27.68027397759016,85.31517730461763,Pulchowk,,,0,0.7572815533980582,0.5,0.2736842105263158,0.5103219213081247,0.2727272727272727,0.17391304347826086,0.22332015810276679,0.28125,0.18333333333333332,0.23229166666666667,0.12903225806451613,0.631578947368421,0.38030560271646857,0.18181818181818182,0.42857142857142855,0.1111111111111111,0.24050024050024046,0.14423076923076922,0.14423076923076922,0.04069166660281891,0.04069166660281891,0.6178861788617886,0.14468085106382955,0.8097553915183094,0.5241074738146425,0.04724939298954553,0.03618940542379102,0.02313803320809672,0.04357666935716382,0.039002449896793565,0.029305322373076217,0.006550812430945925,0.0025301750931147385,22.754226077252753,2,Moderate
59,4,0,70,40,23,11,73,7,15,122,39,51,46,4.397674418604652,134.65116279069767,58.96661311403594,BG_01903,27.67093065152144,85.32133105339246,Pulchowk,,,0,0.7087378640776699,0.7721518987341772,0.6210526315789474,0.7006474647969315,0.36363636363636365,0.30434782608695654,0.3339920948616601,0.625,0.65,0.6375,0.7419354838709677,0.9210526315789473,0.8314940577249575,0.19480519480519481,0.0,0.3055555555555556,0.1667869167869168,0.49038461538461536,0.49038461538461536,0.013664607719945791,0.013664607719945791,0.6260162601626016,0.15058139534883708,0.9090808416389812,0.5618928323834732,0.06487114511259763,0.054123978023191875,0.06349989382670489,0.09527532954317403,0.02704819900342634,0.09963809606845915,0.002199818527698727,0.002712587246941563,40.93690473521942,0,High
